scf_total_energy_au,homo_energy_eV,lumo_energy_eV,homo_lumo_gap_eV,homo_minus1_energy_eV,lumo_plus1_energy_eV,dipole_x_debye,dipole_y_debye,dipole_z_debye,dipole_magnitude_debye,polarizability_iso_au,polarizability_aniso_au,max_mulliken_charge,min_mulliken_charge,sum_mulliken_charges,mol_mass_amu,num_atoms,num_electrons,spin_multiplicity,charge,scf_iterations,molecule
,,,,,,,,,,,,,,,,,,1,0,,2959_33PyridineEthene110
,,,,,,,,,,,,,,,,,,1,0,,2960_33PyridineEthene125
,,,,,,,,,,,,,,,,,,1,0,,2961_33PyridineEthene150
,,,,,,,,,,,,,,,,,,1,0,,2962_33PyridineEthene200
,,,,,,,,,,,,,,,,,,1,0,,2963_34PentanePentane090
,,,,,,,,,,,,,,,,,,1,0,,2964_34PentanePentane095
,,,,,,,,,,,,,,,,,,1,0,,2965_34PentanePentane100
,,,,,,,,,,,,,,,,,,1,0,,2966_34PentanePentane105
,,,,,,,,,,,,,,,,,,1,0,,2967_34PentanePentane110
,,,,,,,,,,,,,,,,,,1,0,,2968_34PentanePentane125
,,,,,,,,,,,,,,,,,,1,0,,2969_34PentanePentane150
,,,,,,,,,,,,,,,,,,1,0,,2970_34PentanePentane200
,,,,,,,,,,,,,,,,,,1,0,,2971_35NeopentanePentane090
,,,,,,,,,,,,,,,,,,1,0,,2972_35NeopentanePentane095
,,,,,,,,,,,,,,,,,,1,0,,2973_35NeopentanePentane100
,,,,,,,,,,,,,,,,,,1,0,,2974_35NeopentanePentane105
,,,,,,,,,,,,,,,,,,1,0,,2975_35NeopentanePentane110
,,,,,,,,,,,,,,,,,,1,0,,2976_35NeopentanePentane125
,,,,,,,,,,,,,,,,,,1,0,,2977_35NeopentanePentane150
,,,,,,,,,,,,,,,,,,1,0,,2978_35NeopentanePentane200
,,,,,,,,,,,,,,,,,,1,0,,2979_36NeopentaneNeopentane090
,,,,,,,,,,,,,,,,,,1,0,,2980_36NeopentaneNeopentane095
,,,,,,,,,,,,,,,,,,1,0,,2981_36NeopentaneNeopentane100
,,,,,,,,,,,,,,,,,,1,0,,2982_36NeopentaneNeopentane105
,,,,,,,,,,,,,,,,,,1,0,,2983_36NeopentaneNeopentane110
,,,,,,,,,,,,,,,,,,1,0,,2984_36NeopentaneNeopentane125
,,,,,,,,,,,,,,,,,,1,0,,2985_36NeopentaneNeopentane150
,,,,,,,,,,,,,,,,,,1,0,,2986_36NeopentaneNeopentane200
,,,,,,,,,,,,,,,,,,1,0,,2987_37CyclopentaneNeopentane090
,,,,,,,,,,,,,,,,,,1,0,,2988_37CyclopentaneNeopentane095
,,,,,,,,,,,,,,,,,,1,0,,2989_37CyclopentaneNeopentane100
,,,,,,,,,,,,,,,,,,1,0,,2990_37CyclopentaneNeopentane105
,,,,,,,,,,,,,,,,,,1,0,,2991_37CyclopentaneNeopentane110
,,,,,,,,,,,,,,,,,,1,0,,2992_37CyclopentaneNeopentane125
,,,,,,,,,,,,,,,,,,1,0,,2993_37CyclopentaneNeopentane150
,,,,,,,,,,,,,,,,,,1,0,,2994_37CyclopentaneNeopentane200
,,,,,,,,,,,,,,,,,,1,0,,2995_38CyclopentaneCyclopentane090
,,,,,,,,,,,,,,,,,,1,0,,2996_38CyclopentaneCyclopentane095
,,,,,,,,,,,,,,,,,,1,0,,2997_38CyclopentaneCyclopentane100
,,,,,,,,,,,,,,,,,,1,0,,2998_38CyclopentaneCyclopentane105
,,,,,,,,,,,,,,,,,,1,0,,2999_38CyclopentaneCyclopentane110
,,,,,,,,,,,,,,,,,,1,0,,3000_38CyclopentaneCyclopentane125
,,,,,,,,,,,,,,,,,,1,0,,3001_38CyclopentaneCyclopentane150
,,,,,,,,,,,,,,,,,,1,0,,3002_38CyclopentaneCyclopentane200
,,,,,,,,,,,,,,,,,,1,0,,3003_39BenzeneCyclopentane090
,,,,,,,,,,,,,,,,,,1,0,,3004_39BenzeneCyclopentane095
,,,,,,,,,,,,,,,,,,1,0,,3005_39BenzeneCyclopentane100
,,,,,,,,,,,,,,,,,,1,0,,3006_39BenzeneCyclopentane105
,,,,,,,,,,,,,,,,,,1,0,,3007_39BenzeneCyclopentane110
,,,,,,,,,,,,,,,,,,1,0,,3008_39BenzeneCyclopentane125
,,,,,,,,,,,,,,,,,,1,0,,3009_39BenzeneCyclopentane150
,,,,,,,,,,,,,,,,,,1,0,,3010_39BenzeneCyclopentane200
,,,,,,,,,,,,,,,,,,1,0,,3011_40BenzeneNeopentane090
,,,,,,,,,,,,,,,,,,1,0,,3012_40BenzeneNeopentane095
,,,,,,,,,,,,,,,,,,1,0,,3013_40BenzeneNeopentane100
,,,,,,,,,,,,,,,,,,1,0,,3014_40BenzeneNeopentane105
,,,,,,,,,,,,,,,,,,1,0,,3015_40BenzeneNeopentane110
,,,,,,,,,,,,,,,,,,1,0,,3016_40BenzeneNeopentane125
,,,,,,,,,,,,,,,,,,1,0,,3017_40BenzeneNeopentane150
,,,,,,,,,,,,,,,,,,1,0,,3018_40BenzeneNeopentane200
,,,,,,,,,,,,,,,,,,1,0,,3019_41UracilPentane090
,,,,,,,,,,,,,,,,,,1,0,,3020_41UracilPentane095
,,,,,,,,,,,,,,,,,,1,0,,3021_41UracilPentane100
,,,,,,,,,,,,,,,,,,1,0,,3022_41UracilPentane105
,,,,,,,,,,,,,,,,,,1,0,,3023_41UracilPentane110
,,,,,,,,,,,,,,,,,,1,0,,3024_41UracilPentane125
,,,,,,,,,,,,,,,,,,1,0,,3025_41UracilPentane150
,,,,,,,,,,,,,,,,,,1,0,,3026_41UracilPentane200
,,,,,,,,,,,,,,,,,,1,0,,3027_42UracilCyclopentane090
,,,,,,,,,,,,,,,,,,1,0,,3028_42UracilCyclopentane095
,,,,,,,,,,,,,,,,,,1,0,,3029_42UracilCyclopentane100
,,,,,,,,,,,,,,,,,,1,0,,3030_42UracilCyclopentane105
,,,,,,,,,,,,,,,,,,1,0,,3031_42UracilCyclopentane110
,,,,,,,,,,,,,,,,,,1,0,,3032_42UracilCyclopentane125
,,,,,,,,,,,,,,,,,,1,0,,3033_42UracilCyclopentane150
,,,,,,,,,,,,,,,,,,1,0,,3034_42UracilCyclopentane200
,,,,,,,,,,,,,,,,,,1,0,,3035_43UracilNeopentane090
,,,,,,,,,,,,,,,,,,1,0,,3036_43UracilNeopentane095
,,,,,,,,,,,,,,,,,,1,0,,3037_43UracilNeopentane100
,,,,,,,,,,,,,,,,,,1,0,,3038_43UracilNeopentane105
,,,,,,,,,,,,,,,,,,1,0,,3039_43UracilNeopentane110
,,,,,,,,,,,,,,,,,,1,0,,3040_43UracilNeopentane125
,,,,,,,,,,,,,,,,,,1,0,,3041_43UracilNeopentane150
,,,,,,,,,,,,,,,,,,1,0,,3042_43UracilNeopentane200
,,,,,,,,,,,,,,,,,,1,0,,3043_44EthenePentane090
,,,,,,,,,,,,,,,,,,1,0,,3044_44EthenePentane095
,,,,,,,,,,,,,,,,,,1,0,,3045_44EthenePentane100
,,,,,,,,,,,,,,,,,,1,0,,3046_44EthenePentane105
,,,,,,,,,,,,,,,,,,1,0,,3047_44EthenePentane110
,,,,,,,,,,,,,,,,,,1,0,,3048_44EthenePentane125
,,,,,,,,,,,,,,,,,,1,0,,3049_44EthenePentane150
,,,,,,,,,,,,,,,,,,1,0,,3050_44EthenePentane200
,,,,,,,,,,,,,,,,,,1,0,,3051_45EthynePentane090
,,,,,,,,,,,,,,,,,,1,0,,3052_45EthynePentane095
,,,,,,,,,,,,,,,,,,1,0,,3053_45EthynePentane100
,,,,,,,,,,,,,,,,,,1,0,,3054_45EthynePentane105
,,,,,,,,,,,,,,,,,,1,0,,3055_45EthynePentane110
,,,,,,,,,,,,,,,,,,1,0,,3056_45EthynePentane125
,,,,,,,,,,,,,,,,,,1,0,,3057_45EthynePentane150
,,,,,,,,,,,,,,,,,,1,0,,3058_45EthynePentane200
,,,,,,,,,,,,,,,,,,1,0,,3059_46PeptidePentane090
,,,,,,,,,,,,,,,,,,1,0,,3060_46PeptidePentane095
,,,,,,,,,,,,,,,,,,1,0,,3061_46PeptidePentane100
,,,,,,,,,,,,,,,,,,1,0,,3062_46PeptidePentane105
,,,,,,,,,,,,,,,,,,1,0,,3063_46PeptidePentane110
,,,,,,,,,,,,,,,,,,1,0,,3064_46PeptidePentane125
,,,,,,,,,,,,,,,,,,1,0,,3065_46PeptidePentane150
,,,,,,,,,,,,,,,,,,1,0,,3066_46PeptidePentane200
,,,,,,,,,,,,,,,,,,1,0,,3067_47BenzeneBenzeneTS090
,,,,,,,,,,,,,,,,,,1,0,,3068_47BenzeneBenzeneTS095
,,,,,,,,,,,,,,,,,,1,0,,3069_47BenzeneBenzeneTS100
,,,,,,,,,,,,,,,,,,1,0,,3070_47BenzeneBenzeneTS105
,,,,,,,,,,,,,,,,,,1,0,,3071_47BenzeneBenzeneTS110
,,,,,,,,,,,,,,,,,,1,0,,3072_47BenzeneBenzeneTS125
,,,,,,,,,,,,,,,,,,1,0,,3073_47BenzeneBenzeneTS150
,,,,,,,,,,,,,,,,,,1,0,,3074_47BenzeneBenzeneTS200
,,,,,,,,,,,,,,,,,,1,0,,3075_48PyridinePyridineTS090
,,,,,,,,,,,,,,,,,,1,0,,3076_48PyridinePyridineTS095
,,,,,,,,,,,,,,,,,,1,0,,3077_48PyridinePyridineTS100
,,,,,,,,,,,,,,,,,,1,0,,3078_48PyridinePyridineTS105
,,,,,,,,,,,,,,,,,,1,0,,3079_48PyridinePyridineTS110
,,,,,,,,,,,,,,,,,,1,0,,3080_48PyridinePyridineTS125
,,,,,,,,,,,,,,,,,,1,0,,3081_48PyridinePyridineTS150
,,,,,,,,,,,,,,,,,,1,0,,3082_48PyridinePyridineTS200
,,,,,,,,,,,,,,,,,,1,0,,3083_49BenzenePyridineTS090
,,,,,,,,,,,,,,,,,,1,0,,3084_49BenzenePyridineTS095
,,,,,,,,,,,,,,,,,,1,0,,3085_49BenzenePyridineTS100
,,,,,,,,,,,,,,,,,,1,0,,3086_49BenzenePyridineTS105
,,,,,,,,,,,,,,,,,,1,0,,3087_49BenzenePyridineTS110
,,,,,,,,,,,,,,,,,,1,0,,3088_49BenzenePyridineTS125
,,,,,,,,,,,,,,,,,,1,0,,3089_49BenzenePyridineTS150
,,,,,,,,,,,,,,,,,,1,0,,3090_49BenzenePyridineTS200
,,,,,,,,,,,,,,,,,,1,0,,3091_50BenzeneEthyneCHpi090
,,,,,,,,,,,,,,,,,,1,0,,3092_50BenzeneEthyneCHpi095
,,,,,,,,,,,,,,,,,,1,0,,3093_50BenzeneEthyneCHpi100
,,,,,,,,,,,,,,,,,,1,0,,3094_50BenzeneEthyneCHpi105
,,,,,,,,,,,,,,,,,,1,0,,3095_50BenzeneEthyneCHpi110
,,,,,,,,,,,,,,,,,,1,0,,3096_50BenzeneEthyneCHpi125
,,,,,,,,,,,,,,,,,,1,0,,3097_50BenzeneEthyneCHpi150
,,,,,,,,,,,,,,,,,,1,0,,3098_50BenzeneEthyneCHpi200
,,,,,,,,,,,,,,,,,,1,0,,3099_51EthyneEthyneTS090
,,,,,,,,,,,,,,,,,,1,0,,3100_51EthyneEthyneTS095
,,,,,,,,,,,,,,,,,,1,0,,3101_51EthyneEthyneTS100
,,,,,,,,,,,,,,,,,,1,0,,3102_51EthyneEthyneTS105
,,,,,,,,,,,,,,,,,,1,0,,3103_51EthyneEthyneTS110
,,,,,,,,,,,,,,,,,,1,0,,3104_51EthyneEthyneTS125
,,,,,,,,,,,,,,,,,,1,0,,3105_51EthyneEthyneTS150
,,,,,,,,,,,,,,,,,,1,0,,3106_51EthyneEthyneTS200
,,,,,,,,,,,,,,,,,,1,0,,3107_52BenzeneAcOHOHpi090
,,,,,,,,,,,,,,,,,,1,0,,3108_52BenzeneAcOHOHpi095
,,,,,,,,,,,,,,,,,,1,0,,3109_52BenzeneAcOHOHpi100
,,,,,,,,,,,,,,,,,,1,0,,3110_52BenzeneAcOHOHpi105
,,,,,,,,,,,,,,,,,,1,0,,3111_52BenzeneAcOHOHpi110
,,,,,,,,,,,,,,,,,,1,0,,3112_52BenzeneAcOHOHpi125
,,,,,,,,,,,,,,,,,,1,0,,3113_52BenzeneAcOHOHpi150
,,,,,,,,,,,,,,,,,,1,0,,3114_52BenzeneAcOHOHpi200
,,,,,,,,,,,,,,,,,,1,0,,3115_53BenzeneAcNH2NHpi090
,,,,,,,,,,,,,,,,,,1,0,,3116_53BenzeneAcNH2NHpi095
,,,,,,,,,,,,,,,,,,1,0,,3117_53BenzeneAcNH2NHpi100
,,,,,,,,,,,,,,,,,,1,0,,3118_53BenzeneAcNH2NHpi105
,,,,,,,,,,,,,,,,,,1,0,,3119_53BenzeneAcNH2NHpi110
,,,,,,,,,,,,,,,,,,1,0,,3120_53BenzeneAcNH2NHpi125
,,,,,,,,,,,,,,,,,,1,0,,3121_53BenzeneAcNH2NHpi150
,,,,,,,,,,,,,,,,,,1,0,,3122_53BenzeneAcNH2NHpi200
,,,,,,,,,,,,,,,,,,1,0,,3123_54BenzeneWaterOHpi090
,,,,,,,,,,,,,,,,,,1,0,,3124_54BenzeneWaterOHpi095
,,,,,,,,,,,,,,,,,,1,0,,3125_54BenzeneWaterOHpi100
,,,,,,,,,,,,,,,,,,1,0,,3126_54BenzeneWaterOHpi105
,,,,,,,,,,,,,,,,,,1,0,,3127_54BenzeneWaterOHpi110
,,,,,,,,,,,,,,,,,,1,0,,3128_54BenzeneWaterOHpi125
,,,,,,,,,,,,,,,,,,1,0,,3129_54BenzeneWaterOHpi150
,,,,,,,,,,,,,,,,,,1,0,,3130_54BenzeneWaterOHpi200
,,,,,,,,,,,,,,,,,,1,0,,3131_55BenzeneMeOHOHpi090
,,,,,,,,,,,,,,,,,,1,0,,3132_55BenzeneMeOHOHpi095
,,,,,,,,,,,,,,,,,,1,0,,3133_55BenzeneMeOHOHpi100
,,,,,,,,,,,,,,,,,,1,0,,3134_55BenzeneMeOHOHpi105
,,,,,,,,,,,,,,,,,,1,0,,3135_55BenzeneMeOHOHpi110
,,,,,,,,,,,,,,,,,,1,0,,3136_55BenzeneMeOHOHpi125
,,,,,,,,,,,,,,,,,,1,0,,3137_55BenzeneMeOHOHpi150
,,,,,,,,,,,,,,,,,,1,0,,3138_55BenzeneMeOHOHpi200
,,,,,,,,,,,,,,,,,,1,0,,3139_56BenzeneMeNH2NHpi090
,,,,,,,,,,,,,,,,,,1,0,,3140_56BenzeneMeNH2NHpi095
,,,,,,,,,,,,,,,,,,1,0,,3141_56BenzeneMeNH2NHpi100
,,,,,,,,,,,,,,,,,,1,0,,3142_56BenzeneMeNH2NHpi105
,,,,,,,,,,,,,,,,,,1,0,,3143_56BenzeneMeNH2NHpi110
,,,,,,,,,,,,,,,,,,1,0,,3144_56BenzeneMeNH2NHpi125
,,,,,,,,,,,,,,,,,,1,0,,3145_56BenzeneMeNH2NHpi150
,,,,,,,,,,,,,,,,,,1,0,,3146_56BenzeneMeNH2NHpi200
,,,,,,,,,,,,,,,,,,1,0,,3147_57BenzenePeptideNHpi090
,,,,,,,,,,,,,,,,,,1,0,,3148_57BenzenePeptideNHpi095
,,,,,,,,,,,,,,,,,,1,0,,3149_57BenzenePeptideNHpi100
,,,,,,,,,,,,,,,,,,1,0,,3150_57BenzenePeptideNHpi105
,,,,,,,,,,,,,,,,,,1,0,,3151_57BenzenePeptideNHpi110
,,,,,,,,,,,,,,,,,,1,0,,3152_57BenzenePeptideNHpi125
,,,,,,,,,,,,,,,,,,1,0,,3153_57BenzenePeptideNHpi150
,,,,,,,,,,,,,,,,,,1,0,,3154_57BenzenePeptideNHpi200
,,,,,,,,,,,,,,,,,,1,0,,3155_58PyridinePyridineCHN090
,,,,,,,,,,,,,,,,,,1,0,,3156_58PyridinePyridineCHN095
,,,,,,,,,,,,,,,,,,1,0,,3157_58PyridinePyridineCHN100
,,,,,,,,,,,,,,,,,,1,0,,3158_58PyridinePyridineCHN105
,,,,,,,,,,,,,,,,,,1,0,,3159_58PyridinePyridineCHN110
,,,,,,,,,,,,,,,,,,1,0,,3160_58PyridinePyridineCHN125
,,,,,,,,,,,,,,,,,,1,0,,3161_58PyridinePyridineCHN150
,,,,,,,,,,,,,,,,,,1,0,,3162_58PyridinePyridineCHN200
,,,,,,,,,,,,,,,,,,1,0,,3163_59EthyneWaterCHO090
,,,,,,,,,,,,,,,,,,1,0,,3164_59EthyneWaterCHO095
,,,,,,,,,,,,,,,,,,1,0,,3165_59EthyneWaterCHO100
,,,,,,,,,,,,,,,,,,1,0,,3166_59EthyneWaterCHO105
,,,,,,,,,,,,,,,,,,1,0,,3167_59EthyneWaterCHO110
,,,,,,,,,,,,,,,,,,1,0,,3168_59EthyneWaterCHO125
,,,,,,,,,,,,,,,,,,1,0,,3169_59EthyneWaterCHO150
,,,,,,,,,,,,,,,,,,1,0,,3170_59EthyneWaterCHO200
,,,,,,,,,,,,,,,,,,1,0,,3171_60EthyneAcOHOHpi090
,,,,,,,,,,,,,,,,,,1,0,,3172_60EthyneAcOHOHpi095
,,,,,,,,,,,,,,,,,,1,0,,3173_60EthyneAcOHOHpi100
,,,,,,,,,,,,,,,,,,1,0,,3174_60EthyneAcOHOHpi105
,,,,,,,,,,,,,,,,,,1,0,,3175_60EthyneAcOHOHpi110
,,,,,,,,,,,,,,,,,,1,0,,3176_60EthyneAcOHOHpi125
,,,,,,,,,,,,,,,,,,1,0,,3177_60EthyneAcOHOHpi150
,,,,,,,,,,,,,,,,,,1,0,,3178_60EthyneAcOHOHpi200
,,,,,,,,,,,,,,,,,,1,0,,3179_61PentaneAcOH090
,,,,,,,,,,,,,,,,,,1,0,,3180_61PentaneAcOH095
,,,,,,,,,,,,,,,,,,1,0,,3181_61PentaneAcOH100
,,,,,,,,,,,,,,,,,,1,0,,3182_61PentaneAcOH105
,,,,,,,,,,,,,,,,,,1,0,,3183_61PentaneAcOH110
,,,,,,,,,,,,,,,,,,1,0,,3184_61PentaneAcOH125
,,,,,,,,,,,,,,,,,,1,0,,3185_61PentaneAcOH150
,,,,,,,,,,,,,,,,,,1,0,,3186_61PentaneAcOH200
,,,,,,,,,,,,,,,,,,1,0,,3187_62PentaneAcNH2090
,,,,,,,,,,,,,,,,,,1,0,,3188_62PentaneAcNH2095
,,,,,,,,,,,,,,,,,,1,0,,3189_62PentaneAcNH2100
,,,,,,,,,,,,,,,,,,1,0,,3190_62PentaneAcNH2105
,,,,,,,,,,,,,,,,,,1,0,,3191_62PentaneAcNH2110
,,,,,,,,,,,,,,,,,,1,0,,3192_62PentaneAcNH2125
,,,,,,,,,,,,,,,,,,1,0,,3193_62PentaneAcNH2150
,,,,,,,,,,,,,,,,,,1,0,,3194_62PentaneAcNH2200
,,,,,,,,,,,,,,,,,,1,0,,3195_63BenzeneAcOH090
,,,,,,,,,,,,,,,,,,1,0,,3196_63BenzeneAcOH095
,,,,,,,,,,,,,,,,,,1,0,,3197_63BenzeneAcOH100
,,,,,,,,,,,,,,,,,,1,0,,3198_63BenzeneAcOH105
,,,,,,,,,,,,,,,,,,1,0,,3199_63BenzeneAcOH110
,,,,,,,,,,,,,,,,,,1,0,,3200_63BenzeneAcOH125
,,,,,,,,,,,,,,,,,,1,0,,3201_63BenzeneAcOH150
,,,,,,,,,,,,,,,,,,1,0,,3202_63BenzeneAcOH200
,,,,,,,,,,,,,,,,,,1,0,,3203_64PeptideEthene090
,,,,,,,,,,,,,,,,,,1,0,,3204_64PeptideEthene095
,,,,,,,,,,,,,,,,,,1,0,,3205_64PeptideEthene100
,,,,,,,,,,,,,,,,,,1,0,,3206_64PeptideEthene105
,,,,,,,,,,,,,,,,,,1,0,,3207_64PeptideEthene110
,,,,,,,,,,,,,,,,,,1,0,,3208_64PeptideEthene125
,,,,,,,,,,,,,,,,,,1,0,,3209_64PeptideEthene150
,,,,,,,,,,,,,,,,,,1,0,,3210_64PeptideEthene200
,,,,,,,,,,,,,,,,,,1,0,,3211_65PyridineEthyne090
,,,,,,,,,,,,,,,,,,1,0,,3212_65PyridineEthyne095
,,,,,,,,,,,,,,,,,,1,0,,3213_65PyridineEthyne100
,,,,,,,,,,,,,,,,,,1,0,,3214_65PyridineEthyne105
,,,,,,,,,,,,,,,,,,1,0,,3215_65PyridineEthyne110
,,,,,,,,,,,,,,,,,,1,0,,3216_65PyridineEthyne125
,,,,,,,,,,,,,,,,,,1,0,,3217_65PyridineEthyne150
,,,,,,,,,,,,,,,,,,1,0,,3218_65PyridineEthyne200
,,,,,,,,,,,,,,,,,,1,0,,3219_66MeNH2Pyridine090
,,,,,,,,,,,,,,,,,,1,0,,3220_66MeNH2Pyridine095
,,,,,,,,,,,,,,,,,,1,0,,3221_66MeNH2Pyridine100
,,,,,,,,,,,,,,,,,,1,0,,3222_66MeNH2Pyridine105
,,,,,,,,,,,,,,,,,,1,0,,3223_66MeNH2Pyridine110
,,,,,,,,,,,,,,,,,,1,0,,3224_66MeNH2Pyridine125
,,,,,,,,,,,,,,,,,,1,0,,3225_66MeNH2Pyridine150
,,,,,,,,,,,,,,,,,,1,0,,3226_66MeNH2Pyridine200
,,,,,,,,,,,,,,,,,,1,0,,3519_01methaneF2080
,,,,,,,,,,,,,,,,,,1,0,,3520_01methaneF2085
,,,,,,,,,,,,,,,,,,1,0,,3521_01methaneF2090
,,,,,,,,,,,,,,,,,,1,0,,3522_01methaneF2095
,,,,,,,,,,,,,,,,,,1,0,,3523_01methaneF2100
,,,,,,,,,,,,,,,,,,1,0,,3524_01methaneF2105
,,,,,,,,,,,,,,,,,,1,0,,3525_01methaneF2110
,,,,,,,,,,,,,,,,,,1,0,,3526_01methaneF2125
,,,,,,,,,,,,,,,,,,1,0,,3527_01methaneF2150
,,,,,,,,,,,,,,,,,,1,0,,3528_01methaneF2200
,,,,,,,,,,,,,,,,,,1,0,,3529_02methaneCl2080
,,,,,,,,,,,,,,,,,,1,0,,3530_02methaneCl2085
,,,,,,,,,,,,,,,,,,1,0,,3531_02methaneCl2090
,,,,,,,,,,,,,,,,,,1,0,,3532_02methaneCl2095
,,,,,,,,,,,,,,,,,,1,0,,3533_02methaneCl2100
,,,,,,,,,,,,,,,,,,1,0,,3534_02methaneCl2105
,,,,,,,,,,,,,,,,,,1,0,,3535_02methaneCl2110
,,,,,,,,,,,,,,,,,,1,0,,3536_02methaneCl2125
,,,,,,,,,,,,,,,,,,1,0,,3537_02methaneCl2150
,,,,,,,,,,,,,,,,,,1,0,,3538_02methaneCl2200
,,,,,,,,,,,,,,,,,,1,0,,3539_03methaneBr2080
,,,,,,,,,,,,,,,,,,1,0,,3540_03methaneBr2085
,,,,,,,,,,,,,,,,,,1,0,,3541_03methaneBr2090
,,,,,,,,,,,,,,,,,,1,0,,3542_03methaneBr2095
,,,,,,,,,,,,,,,,,,1,0,,3543_03methaneBr2100
,,,,,,,,,,,,,,,,,,1,0,,3544_03methaneBr2105
,,,,,,,,,,,,,,,,,,1,0,,3545_03methaneBr2110
,,,,,,,,,,,,,,,,,,1,0,,3546_03methaneBr2125
,,,,,,,,,,,,,,,,,,1,0,,3547_03methaneBr2150
,,,,,,,,,,,,,,,,,,1,0,,3548_03methaneBr2200
,,,,,,,,,,,,,,,,,,1,0,,3549_04methaneI2080
,,,,,,,,,,,,,,,,,,1,0,,3550_04methaneI2085
,,,,,,,,,,,,,,,,,,1,0,,3551_04methaneI2090
,,,,,,,,,,,,,,,,,,1,0,,3552_04methaneI2095
,,,,,,,,,,,,,,,,,,1,0,,3553_04methaneI2100
,,,,,,,,,,,,,,,,,,1,0,,3554_04methaneI2105
,,,,,,,,,,,,,,,,,,1,0,,3555_04methaneI2110
,,,,,,,,,,,,,,,,,,1,0,,3556_04methaneI2125
,,,,,,,,,,,,,,,,,,1,0,,3557_04methaneI2150
,,,,,,,,,,,,,,,,,,1,0,,3558_04methaneI2200
,,,,,,,,,,,,,,,,,,1,0,,3559_05fluoromethanemethane080
,,,,,,,,,,,,,,,,,,1,0,,3560_05fluoromethanemethane085
,,,,,,,,,,,,,,,,,,1,0,,3561_05fluoromethanemethane090
,,,,,,,,,,,,,,,,,,1,0,,3562_05fluoromethanemethane095
,,,,,,,,,,,,,,,,,,1,0,,3563_05fluoromethanemethane100
,,,,,,,,,,,,,,,,,,1,0,,3564_05fluoromethanemethane105
,,,,,,,,,,,,,,,,,,1,0,,3565_05fluoromethanemethane110
,,,,,,,,,,,,,,,,,,1,0,,3566_05fluoromethanemethane125
,,,,,,,,,,,,,,,,,,1,0,,3567_05fluoromethanemethane150
,,,,,,,,,,,,,,,,,,1,0,,3568_05fluoromethanemethane200
,,,,,,,,,,,,,,,,,,1,0,,3569_06chloromethanemethane080
,,,,,,,,,,,,,,,,,,1,0,,3570_06chloromethanemethane085
,,,,,,,,,,,,,,,,,,1,0,,3571_06chloromethanemethane090
,,,,,,,,,,,,,,,,,,1,0,,3572_06chloromethanemethane095
,,,,,,,,,,,,,,,,,,1,0,,3573_06chloromethanemethane100
,,,,,,,,,,,,,,,,,,1,0,,3574_06chloromethanemethane105
,,,,,,,,,,,,,,,,,,1,0,,3575_06chloromethanemethane110
,,,,,,,,,,,,,,,,,,1,0,,3576_06chloromethanemethane125
,,,,,,,,,,,,,,,,,,1,0,,3577_06chloromethanemethane150
,,,,,,,,,,,,,,,,,,1,0,,3578_06chloromethanemethane200
,,,,,,,,,,,,,,,,,,1,0,,3579_07trifluoromethanemethane080
,,,,,,,,,,,,,,,,,,1,0,,3580_07trifluoromethanemethane085
,,,,,,,,,,,,,,,,,,1,0,,3581_07trifluoromethanemethane090
,,,,,,,,,,,,,,,,,,1,0,,3582_07trifluoromethanemethane095
,,,,,,,,,,,,,,,,,,1,0,,3583_07trifluoromethanemethane100
,,,,,,,,,,,,,,,,,,1,0,,3584_07trifluoromethanemethane105
,,,,,,,,,,,,,,,,,,1,0,,3585_07trifluoromethanemethane110
,,,,,,,,,,,,,,,,,,1,0,,3586_07trifluoromethanemethane125
,,,,,,,,,,,,,,,,,,1,0,,3587_07trifluoromethanemethane150
,,,,,,,,,,,,,,,,,,1,0,,3588_07trifluoromethanemethane200
,,,,,,,,,,,,,,,,,,1,0,,3589_08trichloromethanemethane080
,,,,,,,,,,,,,,,,,,1,0,,3590_08trichloromethanemethane085
,,,,,,,,,,,,,,,,,,1,0,,3591_08trichloromethanemethane090
,,,,,,,,,,,,,,,,,,1,0,,3592_08trichloromethanemethane095
,,,,,,,,,,,,,,,,,,1,0,,3593_08trichloromethanemethane100
,,,,,,,,,,,,,,,,,,1,0,,3594_08trichloromethanemethane105
,,,,,,,,,,,,,,,,,,1,0,,3595_08trichloromethanemethane110
,,,,,,,,,,,,,,,,,,1,0,,3596_08trichloromethanemethane125
,,,,,,,,,,,,,,,,,,1,0,,3597_08trichloromethanemethane150
,,,,,,,,,,,,,,,,,,1,0,,3598_08trichloromethanemethane200
,,,,,,,,,,,,,,,,,,1,0,,3599_09fluoromethanedimer080
,,,,,,,,,,,,,,,,,,1,0,,3600_09fluoromethanedimer085
,,,,,,,,,,,,,,,,,,1,0,,3601_09fluoromethanedimer090
,,,,,,,,,,,,,,,,,,1,0,,3602_09fluoromethanedimer095
,,,,,,,,,,,,,,,,,,1,0,,3603_09fluoromethanedimer100
,,,,,,,,,,,,,,,,,,1,0,,3604_09fluoromethanedimer105
,,,,,,,,,,,,,,,,,,1,0,,3605_09fluoromethanedimer110
,,,,,,,,,,,,,,,,,,1,0,,3606_09fluoromethanedimer125
,,,,,,,,,,,,,,,,,,1,0,,3607_09fluoromethanedimer150
,,,,,,,,,,,,,,,,,,1,0,,3608_09fluoromethanedimer200
,,,,,,,,,,,,,,,,,,1,0,,3609_10chloromethanedimer080
,,,,,,,,,,,,,,,,,,1,0,,3610_10chloromethanedimer085
